ray ID: 0, Dfm.x = 0.004266, Dfm.y = 0.010299, Dfm.z = 0.051777
Cell Id:61,Intensity = 0.172146
Cell Id:62,Intensity = 0.251761
Cell Id:63,Intensity = 0.327144
Cell Id:64,Intensity = 0.398261
Cell Id:65,Intensity = 0.465031
Cell Id:66,Intensity = 0.527350
Cell Id:67,Intensity = 0.585120
Cell Id:68,Intensity = 0.638271
Cell Id:69,Intensity = 0.686784
Cell Id:70,Intensity = 0.088271
Cell Id:71,Intensity = 0.172205
Cell Id:72,Intensity = 0.251973
Cell Id:73,Intensity = 0.327703
Cell Id:74,Intensity = 0.399472
Cell Id:75,Intensity = 0.467310
Cell Id:76,Intensity = 0.531208
Cell Id:77,Intensity = 0.591132
Cell Id:78,Intensity = 0.647040
Cell Id:79,Intensity = 0.698896
Cell Id:80,Intensity = 0.088273
Cell Id:81,Intensity = 0.172223
Cell Id:82,Intensity = 0.252045
Cell Id:83,Intensity = 0.327911
Cell Id:84,Intensity = 0.399956
Cell Id:85,Intensity = 0.468285
Cell Id:86,Intensity = 0.532964
Cell Id:87,Intensity = 0.594029
Cell Id:88,Intensity = 0.651494
Cell Id:89,Intensity = 0.705358
Cell Id:90,Intensity = 0.088274
Cell Id:91,Intensity = 0.172229
Cell Id:92,Intensity = 0.252070
Cell Id:93,Intensity = 0.327986
Cell Id:94,Intensity = 0.400144
Cell Id:95,Intensity = 0.468688
Cell Id:96,Intensity = 0.533735
Cell Id:97,Intensity = 0.595374
Cell Id:98,Intensity = 0.653671
Cell Id:99,Intensity = 0.708670

ray ID: 2, Dfm.x = 0.010299, Dfm.y = -0.004266, Dfm.z = 0.051776
Cell Id:0,Intensity = 0.088274
Cell Id:1,Intensity = 0.172229
Cell Id:2,Intensity = 0.252070
Cell Id:3,Intensity = 0.327985
Cell Id:4,Intensity = 0.400144
Cell Id:5,Intensity = 0.468688
Cell Id:6,Intensity = 0.533735
Cell Id:7,Intensity = 0.595374
Cell Id:8,Intensity = 0.653671
Cell Id:9,Intensity = 0.708669
Cell Id:10,Intensity = 0.088273
Cell Id:11,Intensity = 0.172223
Cell Id:12,Intensity = 0.252045
Cell Id:13,Intensity = 0.327910
Cell Id:14,Intensity = 0.399956
Cell Id:15,Intensity = 0.468284
Cell Id:16,Intensity = 0.532963
Cell Id:17,Intensity = 0.594029
Cell Id:18,Intensity = 0.651494
Cell Id:19,Intensity = 0.705358
Cell Id:20,Intensity = 0.088271
Cell Id:21,Intensity = 0.172205
Cell Id:22,Intensity = 0.251973
Cell Id:23,Intensity = 0.327703
Cell Id:24,Intensity = 0.399472
Cell Id:25,Intensity = 0.467310
Cell Id:26,Intensity = 0.531208
Cell Id:27,Intensity = 0.591132
Cell Id:28,Intensity = 0.647039
Cell Id:29,Intensity = 0.698895
Cell Id:30,Intensity = 0.088262
Cell Id:31,Intensity = 0.172146
Cell Id:32,Intensity = 0.251761
Cell Id:33,Intensity = 0.327143
Cell Id:34,Intensity = 0.398260
Cell Id:35,Intensity = 0.465030
Cell Id:36,Intensity = 0.527350
Cell Id:37,Intensity = 0.585119
Cell Id:38,Intensity = 0.638271
Cell Id:39,Intensity = 0.686783
Cell Id:40,Intensity = 0.088229
Cell Id:41,Intensity = 0.171959
Cell Id:42,Intensity = 0.251154
Cell Id:43,Intensity = 0.325676
Cell Id:44,Intensity = 0.395324
Cell Id:45,Intensity = 0.459890
Cell Id:46,Intensity = 0.519201
Cell Id:47,Intensity = 0.573159
Cell Id:48,Intensity = 0.621759
Cell Id:49,Intensity = 0.665097
Cell Id:50,Intensity = 0.088115
Cell Id:51,Intensity = 0.171378
Cell Id:52,Intensity = 0.249456
Cell Id:53,Intensity = 0.321947
Cell Id:54,Intensity = 0.388478
Cell Id:55,Intensity = 0.448789
Cell Id:56,Intensity = 0.502779
Cell Id:57,Intensity = 0.550512
Cell Id:58,Intensity = 0.592211
Cell Id:59,Intensity = 0.628224
Cell Id:60,Intensity = 0.087711
Cell Id:61,Intensity = 0.169595
Cell Id:62,Intensity = 0.244853
Cell Id:63,Intensity = 0.312852
Cell Id:64,Intensity = 0.373254
Cell Id:65,Intensity = 0.426039
Cell Id:66,Intensity = 0.471469
Cell Id:67,Intensity = 0.510026
Cell Id:68,Intensity = 0.542333
Cell Id:69,Intensity = 0.569089
Cell Id:70,Intensity = 0.086282
Cell Id:71,Intensity = 0.164265
Cell Id:72,Intensity = 0.232868
Cell Id:73,Intensity = 0.291786
Cell Id:74,Intensity = 0.341346
Cell Id:75,Intensity = 0.382293
Cell Id:76,Intensity = 0.415610
Cell Id:77,Intensity = 0.442359
Cell Id:78,Intensity = 0.463588
Cell Id:79,Intensity = 0.480267
Cell Id:80,Intensity = 0.081224
Cell Id:81,Intensity = 0.148853
Cell Id:82,Intensity = 0.203329
Cell Id:83,Intensity = 0.246181
Cell Id:84,Intensity = 0.279298
Cell Id:85,Intensity = 0.304540
Cell Id:86,Intensity = 0.323568
Cell Id:87,Intensity = 0.337783
Cell Id:88,Intensity = 0.348322
Cell Id:89,Intensity = 0.356087
Cell Id:90,Intensity = 0.063327
Cell Id:91,Intensity = 0.106534
Cell Id:92,Intensity = 0.136014
Cell Id:93,Intensity = 0.156129
Cell Id:94,Intensity = 0.169853
Cell Id:95,Intensity = 0.179216
Cell Id:96,Intensity = 0.185605
Cell Id:97,Intensity = 0.189964
Cell Id:98,Intensity = 0.192939
Cell Id:99,Intensity = 0.194968

ray ID: 3, Dfm.x = 0.004266, Dfm.y = -0.010299, Dfm.z = 0.051777
Cell Id:0,Intensity = 0.194967
Cell Id:1,Intensity = 0.356085
Cell Id:2,Intensity = 0.480265
Cell Id:3,Intensity = 0.569088
Cell Id:4,Intensity = 0.628223
Cell Id:5,Intensity = 0.665096
Cell Id:6,Intensity = 0.686784
Cell Id:7,Intensity = 0.698896
Cell Id:8,Intensity = 0.705358
Cell Id:9,Intensity = 0.708670
Cell Id:10,Intensity = 0.192937
Cell Id:11,Intensity = 0.348320
Cell Id:12,Intensity = 0.463586
Cell Id:13,Intensity = 0.542332
Cell Id:14,Intensity = 0.592210
Cell Id:15,Intensity = 0.621759
Cell Id:16,Intensity = 0.638271
Cell Id:17,Intensity = 0.647040
Cell Id:18,Intensity = 0.651495
Cell Id:19,Intensity = 0.653671
Cell Id:20,Intensity = 0.189963
Cell Id:21,Intensity = 0.337781
Cell Id:22,Intensity = 0.442357
Cell Id:23,Intensity = 0.510025
Cell Id:24,Intensity = 0.550512
Cell Id:25,Intensity = 0.573159
Cell Id:26,Intensity = 0.585120
Cell Id:27,Intensity = 0.591132
Cell Id:28,Intensity = 0.594029
Cell Id:29,Intensity = 0.595375
Cell Id:30,Intensity = 0.185604
Cell Id:31,Intensity = 0.323567
Cell Id:32,Intensity = 0.415608
Cell Id:33,Intensity = 0.471469
Cell Id:34,Intensity = 0.502778
Cell Id:35,Intensity = 0.519201
Cell Id:36,Intensity = 0.527350
Cell Id:37,Intensity = 0.531208
Cell Id:38,Intensity = 0.532964
Cell Id:39,Intensity = 0.533735
Cell Id:40,Intensity = 0.179215
Cell Id:41,Intensity = 0.304539
Cell Id:42,Intensity = 0.382293
Cell Id:43,Intensity = 0.426039
Cell Id:44,Intensity = 0.448789
Cell Id:45,Intensity = 0.459890
Cell Id:46,Intensity = 0.465031
Cell Id:47,Intensity = 0.467310
Cell Id:48,Intensity = 0.468285
Cell Id:49,Intensity = 0.468689
Cell Id:50,Intensity = 0.169852
Cell Id:51,Intensity = 0.279298
Cell Id:52,Intensity = 0.341345
Cell Id:53,Intensity = 0.373254
Cell Id:54,Intensity = 0.388478
Cell Id:55,Intensity = 0.395324
Cell Id:56,Intensity = 0.398261
Cell Id:57,Intensity = 0.399472
Cell Id:58,Intensity = 0.399956
Cell Id:59,Intensity = 0.400144
Cell Id:60,Intensity = 0.156128
Cell Id:61,Intensity = 0.246181
Cell Id:62,Intensity = 0.291786
Cell Id:63,Intensity = 0.312853
Cell Id:64,Intensity = 0.321947
Cell Id:65,Intensity = 0.325676
Cell Id:66,Intensity = 0.327144
Cell Id:67,Intensity = 0.327703
Cell Id:68,Intensity = 0.327911
Cell Id:69,Intensity = 0.327986
Cell Id:70,Intensity = 0.136014
Cell Id:71,Intensity = 0.203328
Cell Id:72,Intensity = 0.232868
Cell Id:73,Intensity = 0.244853
Cell Id:74,Intensity = 0.249457
Cell Id:75,Intensity = 0.251154
Cell Id:76,Intensity = 0.251761
Cell Id:77,Intensity = 0.251973
Cell Id:78,Intensity = 0.252046
Cell Id:79,Intensity = 0.252070
Cell Id:80,Intensity = 0.106534
Cell Id:81,Intensity = 0.148853
Cell Id:82,Intensity = 0.164265
Cell Id:83,Intensity = 0.169596
Cell Id:84,Intensity = 0.171378
Cell Id:85,Intensity = 0.171959
Cell Id:86,Intensity = 0.172146
Cell Id:87,Intensity = 0.172205
Cell Id:88,Intensity = 0.172223
Cell Id:89,Intensity = 0.172229
Cell Id:90,Intensity = 0.063326
Cell Id:91,Intensity = 0.081224
Cell Id:92,Intensity = 0.086282
Cell Id:93,Intensity = 0.087711
Cell Id:94,Intensity = 0.088115
Cell Id:95,Intensity = 0.088229
Cell Id:96,Intensity = 0.088262
Cell Id:97,Intensity = 0.088271
Cell Id:98,Intensity = 0.088273
Cell Id:99,Intensity = 0.088274

ray ID: 4, Dfm.x = -0.004266, Dfm.y = -0.010299, Dfm.z = 0.051777
Cell Id:0,Intensity = 0.708669
Cell Id:1,Intensity = 0.705358
Cell Id:2,Intensity = 0.698896
Cell Id:3,Intensity = 0.686784
Cell Id:4,Intensity = 0.665098
Cell Id:5,Intensity = 0.628226
Cell Id:6,Intensity = 0.569092
Cell Id:7,Intensity = 0.480269
Cell Id:8,Intensity = 0.356089
Cell Id:9,Intensity = 0.194970
Cell Id:10,Intensity = 0.653670
Cell Id:11,Intensity = 0.651494
Cell Id:12,Intensity = 0.647039
Cell Id:13,Intensity = 0.638271
Cell Id:14,Intensity = 0.621760
Cell Id:15,Intensity = 0.592212
Cell Id:16,Intensity = 0.542335
Cell Id:17,Intensity = 0.463590
Cell Id:18,Intensity = 0.348325
Cell Id:19,Intensity = 0.192940
Cell Id:20,Intensity = 0.595374
Cell Id:21,Intensity = 0.594029
Cell Id:22,Intensity = 0.591132
Cell Id:23,Intensity = 0.585120
Cell Id:24,Intensity = 0.573160
Cell Id:25,Intensity = 0.550513
Cell Id:26,Intensity = 0.510028
Cell Id:27,Intensity = 0.442360
Cell Id:28,Intensity = 0.337785
Cell Id:29,Intensity = 0.189966
Cell Id:30,Intensity = 0.533734
Cell Id:31,Intensity = 0.532963
Cell Id:32,Intensity = 0.531208
Cell Id:33,Intensity = 0.527350
Cell Id:34,Intensity = 0.519201
Cell Id:35,Intensity = 0.502779
Cell Id:36,Intensity = 0.471471
Cell Id:37,Intensity = 0.415611
Cell Id:38,Intensity = 0.323570
Cell Id:39,Intensity = 0.185607
Cell Id:40,Intensity = 0.468688
Cell Id:41,Intensity = 0.468284
Cell Id:42,Intensity = 0.467310
Cell Id:43,Intensity = 0.465030
Cell Id:44,Intensity = 0.459890
Cell Id:45,Intensity = 0.448789
Cell Id:46,Intensity = 0.426040
Cell Id:47,Intensity = 0.382295
Cell Id:48,Intensity = 0.304542
Cell Id:49,Intensity = 0.179218
Cell Id:50,Intensity = 0.400144
Cell Id:51,Intensity = 0.399956
Cell Id:52,Intensity = 0.399472
Cell Id:53,Intensity = 0.398260
Cell Id:54,Intensity = 0.395324
Cell Id:55,Intensity = 0.388478
Cell Id:56,Intensity = 0.373255
Cell Id:57,Intensity = 0.341346
Cell Id:58,Intensity = 0.279300
Cell Id:59,Intensity = 0.169854
Cell Id:60,Intensity = 0.327985
Cell Id:61,Intensity = 0.327910
Cell Id:62,Intensity = 0.327703
Cell Id:63,Intensity = 0.327143
Cell Id:64,Intensity = 0.325675
Cell Id:65,Intensity = 0.321947
Cell Id:66,Intensity = 0.312853
Cell Id:67,Intensity = 0.291787
Cell Id:68,Intensity = 0.246182
Cell Id:69,Intensity = 0.156130
Cell Id:70,Intensity = 0.252070
Cell Id:71,Intensity = 0.252045
Cell Id:72,Intensity = 0.251973
Cell Id:73,Intensity = 0.251761
Cell Id:74,Intensity = 0.251154
Cell Id:75,Intensity = 0.249456
Cell Id:76,Intensity = 0.244853
Cell Id:77,Intensity = 0.232868
Cell Id:78,Intensity = 0.203329
Cell Id:79,Intensity = 0.136015
Cell Id:80,Intensity = 0.172229
Cell Id:81,Intensity = 0.172223
Cell Id:82,Intensity = 0.172204
Cell Id:83,Intensity = 0.172146
Cell Id:84,Intensity = 0.171959
Cell Id:85,Intensity = 0.171378
Cell Id:86,Intensity = 0.169595
Cell Id:87,Intensity = 0.164265
Cell Id:88,Intensity = 0.148854
Cell Id:89,Intensity = 0.106534
Cell Id:90,Intensity = 0.088274
Cell Id:91,Intensity = 0.088273
Cell Id:92,Intensity = 0.088271
Cell Id:93,Intensity = 0.088262
Cell Id:94,Intensity = 0.088229
Cell Id:95,Intensity = 0.088115
Cell Id:96,Intensity = 0.087711
Cell Id:97,Intensity = 0.086282
Cell Id:98,Intensity = 0.081224
Cell Id:99,Intensity = 0.063327

ray ID: 5, Dfm.x = -0.010299, Dfm.y = -0.004266, Dfm.z = 0.051777
Cell Id:0,Intensity = 0.708670
Cell Id:1,Intensity = 0.653672
Cell Id:2,Intensity = 0.595375
Cell Id:3,Intensity = 0.533735
Cell Id:4,Intensity = 0.468689
Cell Id:5,Intensity = 0.400144
Cell Id:6,Intensity = 0.327986
Cell Id:7,Intensity = 0.252070
Cell Id:8,Intensity = 0.172229
Cell Id:9,Intensity = 0.088274
Cell Id:10,Intensity = 0.705358
Cell Id:11,Intensity = 0.651495
Cell Id:12,Intensity = 0.594029
Cell Id:13,Intensity = 0.532964
Cell Id:14,Intensity = 0.468285
Cell Id:15,Intensity = 0.399956
Cell Id:16,Intensity = 0.327911
Cell Id:17,Intensity = 0.252046
Cell Id:18,Intensity = 0.172223
Cell Id:19,Intensity = 0.088273
Cell Id:20,Intensity = 0.698896
Cell Id:21,Intensity = 0.647040
Cell Id:22,Intensity = 0.591133
Cell Id:23,Intensity = 0.531208
Cell Id:24,Intensity = 0.467310
Cell Id:25,Intensity = 0.399472
Cell Id:26,Intensity = 0.327703
Cell Id:27,Intensity = 0.251973
Cell Id:28,Intensity = 0.172205
Cell Id:29,Intensity = 0.088271
Cell Id:30,Intensity = 0.686784
Cell Id:31,Intensity = 0.638271
Cell Id:32,Intensity = 0.585120
Cell Id:33,Intensity = 0.527350
Cell Id:34,Intensity = 0.465031
Cell Id:35,Intensity = 0.398261
Cell Id:36,Intensity = 0.327144
Cell Id:37,Intensity = 0.251761
Cell Id:38,Intensity = 0.172146
Cell Id:39,Intensity = 0.088262
Cell Id:40,Intensity = 0.665097
Cell Id:41,Intensity = 0.621759
Cell Id:42,Intensity = 0.573159
Cell Id:43,Intensity = 0.519201
Cell Id:44,Intensity = 0.459890
Cell Id:45,Intensity = 0.395324
Cell Id:46,Intensity = 0.325676
Cell Id:47,Intensity = 0.251155
Cell Id:48,Intensity = 0.171960
Cell Id:49,Intensity = 0.088230
Cell Id:50,Intensity = 0.628223
Cell Id:51,Intensity = 0.592211
Cell Id:52,Intensity = 0.550512
Cell Id:53,Intensity = 0.502779
Cell Id:54,Intensity = 0.448789
Cell Id:55,Intensity = 0.388478
Cell Id:56,Intensity = 0.321947
Cell Id:57,Intensity = 0.249457
Cell Id:58,Intensity = 0.171378
Cell Id:59,Intensity = 0.088115
Cell Id:60,Intensity = 0.569088
Cell Id:61,Intensity = 0.542332
Cell Id:62,Intensity = 0.510026
Cell Id:63,Intensity = 0.471469
Cell Id:64,Intensity = 0.426039
Cell Id:65,Intensity = 0.373255
Cell Id:66,Intensity = 0.312853
Cell Id:67,Intensity = 0.244853
Cell Id:68,Intensity = 0.169596
Cell Id:69,Intensity = 0.087711
Cell Id:70,Intensity = 0.480265
Cell Id:71,Intensity = 0.463587
Cell Id:72,Intensity = 0.442358
Cell Id:73,Intensity = 0.415609
Cell Id:74,Intensity = 0.382293
Cell Id:75,Intensity = 0.341345
Cell Id:76,Intensity = 0.291786
Cell Id:77,Intensity = 0.232868
Cell Id:78,Intensity = 0.164265
Cell Id:79,Intensity = 0.086282
Cell Id:80,Intensity = 0.356085
Cell Id:81,Intensity = 0.348321
Cell Id:82,Intensity = 0.337782
Cell Id:83,Intensity = 0.323567
Cell Id:84,Intensity = 0.304540
Cell Id:85,Intensity = 0.279298
Cell Id:86,Intensity = 0.246181
Cell Id:87,Intensity = 0.203329
Cell Id:88,Intensity = 0.148853
Cell Id:89,Intensity = 0.081224
Cell Id:90,Intensity = 0.194967
Cell Id:91,Intensity = 0.192938
Cell Id:92,Intensity = 0.189964
Cell Id:93,Intensity = 0.185605
Cell Id:94,Intensity = 0.179216
Cell Id:95,Intensity = 0.169852
Cell Id:96,Intensity = 0.156128
Cell Id:97,Intensity = 0.136014
Cell Id:98,Intensity = 0.106534
Cell Id:99,Intensity = 0.063327

ray ID: 6, Dfm.x = -0.010299, Dfm.y = 0.004266, Dfm.z = 0.051777
Cell Id:0,Intensity = 0.194970
Cell Id:1,Intensity = 0.192940
Cell Id:2,Intensity = 0.189966
Cell Id:3,Intensity = 0.185607
Cell Id:4,Intensity = 0.179218
Cell Id:5,Intensity = 0.169854
Cell Id:6,Intensity = 0.156130
Cell Id:7,Intensity = 0.136015
Cell Id:8,Intensity = 0.106535
Cell Id:9,Intensity = 0.063327
Cell Id:10,Intensity = 0.356090
Cell Id:11,Intensity = 0.348325
Cell Id:12,Intensity = 0.337785
Cell Id:13,Intensity = 0.323570
Cell Id:14,Intensity = 0.304542
Cell Id:15,Intensity = 0.279300
Cell Id:16,Intensity = 0.246182
Cell Id:17,Intensity = 0.203329
Cell Id:18,Intensity = 0.148854
Cell Id:19,Intensity = 0.081224
Cell Id:20,Intensity = 0.480270
Cell Id:21,Intensity = 0.463590
Cell Id:22,Intensity = 0.442361
Cell Id:23,Intensity = 0.415611
Cell Id:24,Intensity = 0.382295
Cell Id:25,Intensity = 0.341346
Cell Id:26,Intensity = 0.291787
Cell Id:27,Intensity = 0.232868
Cell Id:28,Intensity = 0.164265
Cell Id:29,Intensity = 0.086282
Cell Id:30,Intensity = 0.569092
Cell Id:31,Intensity = 0.542335
Cell Id:32,Intensity = 0.510028
Cell Id:33,Intensity = 0.471471
Cell Id:34,Intensity = 0.426040
Cell Id:35,Intensity = 0.373255
Cell Id:36,Intensity = 0.312853
Cell Id:37,Intensity = 0.244853
Cell Id:38,Intensity = 0.169595
Cell Id:39,Intensity = 0.087711
Cell Id:40,Intensity = 0.628226
Cell Id:41,Intensity = 0.592212
Cell Id:42,Intensity = 0.550513
Cell Id:43,Intensity = 0.502779
Cell Id:44,Intensity = 0.448789
Cell Id:45,Intensity = 0.388478
Cell Id:46,Intensity = 0.321947
Cell Id:47,Intensity = 0.249456
Cell Id:48,Intensity = 0.171378
Cell Id:49,Intensity = 0.088115
Cell Id:50,Intensity = 0.665098
Cell Id:51,Intensity = 0.621760
Cell Id:52,Intensity = 0.573160
Cell Id:53,Intensity = 0.519201
Cell Id:54,Intensity = 0.459890
Cell Id:55,Intensity = 0.395324
Cell Id:56,Intensity = 0.325675
Cell Id:57,Intensity = 0.251154
Cell Id:58,Intensity = 0.171959
Cell Id:59,Intensity = 0.088229
Cell Id:60,Intensity = 0.686784
Cell Id:61,Intensity = 0.638271
Cell Id:62,Intensity = 0.585119
Cell Id:63,Intensity = 0.527350
Cell Id:64,Intensity = 0.465030
Cell Id:65,Intensity = 0.398260
Cell Id:66,Intensity = 0.327143
Cell Id:67,Intensity = 0.251761
Cell Id:68,Intensity = 0.172146
Cell Id:69,Intensity = 0.088262
Cell Id:70,Intensity = 0.698895
Cell Id:71,Intensity = 0.647039
Cell Id:72,Intensity = 0.591132
Cell Id:73,Intensity = 0.531208
Cell Id:74,Intensity = 0.467310
Cell Id:75,Intensity = 0.399472
Cell Id:76,Intensity = 0.327703
Cell Id:77,Intensity = 0.251973
Cell Id:78,Intensity = 0.172204
Cell Id:79,Intensity = 0.088271
Cell Id:80,Intensity = 0.705358
Cell Id:81,Intensity = 0.651494
Cell Id:82,Intensity = 0.594029
Cell Id:83,Intensity = 0.532963
Cell Id:84,Intensity = 0.468284
Cell Id:85,Intensity = 0.399955
Cell Id:86,Intensity = 0.327910
Cell Id:87,Intensity = 0.252045
Cell Id:88,Intensity = 0.172223
Cell Id:89,Intensity = 0.088273
Cell Id:90,Intensity = 0.708669
Cell Id:91,Intensity = 0.653670
Cell Id:92,Intensity = 0.595374
Cell Id:93,Intensity = 0.533734
Cell Id:94,Intensity = 0.468688
Cell Id:95,Intensity = 0.400144
Cell Id:96,Intensity = 0.327985
Cell Id:97,Intensity = 0.252069
Cell Id:98,Intensity = 0.172229
Cell Id:99,Intensity = 0.088274

ray ID: 7, Dfm.x = -0.004266, Dfm.y = 0.010299, Dfm.z = 0.051777
Cell Id:0,Intensity = 0.088274
Cell Id:1,Intensity = 0.088273
Cell Id:2,Intensity = 0.088271
Cell Id:3,Intensity = 0.088262
Cell Id:4,Intensity = 0.088229
Cell Id:5,Intensity = 0.088115
Cell Id:6,Intensity = 0.087711
Cell Id:7,Intensity = 0.086282
Cell Id:8,Intensity = 0.081224
Cell Id:9,Intensity = 0.063327
Cell Id:10,Intensity = 0.172229
Cell Id:11,Intensity = 0.172223
Cell Id:12,Intensity = 0.172205
Cell Id:13,Intensity = 0.172146
